parkhaus_name,parkhaus_occupancy,Zeit,unix_timestamp
Baseler Platz,270,"04.05.2021, 07:02 Uhr",1620111720.0
Konstabler,158,"04.05.2021, 07:02 Uhr",1620111720.0
Hauptwache,228,"04.05.2021, 07:02 Uhr",1620111720.0
Am Gericht,487,"04.05.2021, 07:02 Uhr",1620111720.0
MyZeil,645,"04.05.2021, 07:02 Uhr",1620111720.0
Konrad-Adenauer-Straße,386,"04.05.2021, 07:02 Uhr",1620111720.0
Karstadt,310,"04.05.2021, 07:02 Uhr",1620111720.0
Börse,50,"04.05.2021, 07:12 Uhr",1620112320.0
Turmcenter,144,"04.05.2021, 07:12 Uhr",1620112320.0
Alte Oper,360,"04.05.2021, 07:12 Uhr",1620112320.0
Hauptbahnhof Süd,302,"04.05.2021, 07:12 Uhr",1620112320.0
Am Theater,274,"04.05.2021, 07:12 Uhr",1620112320.0
Baseler Platz,269,"04.05.2021, 07:12 Uhr",1620112320.0
Konstabler,158,"04.05.2021, 07:12 Uhr",1620112320.0
Hauptwache,227,"04.05.2021, 07:12 Uhr",1620112320.0
Am Gericht,483,"04.05.2021, 07:12 Uhr",1620112320.0
MyZeil,641,"04.05.2021, 07:12 Uhr",1620112320.0
Konrad-Adenauer-Straße,386,"04.05.2021, 07:12 Uhr",1620112320.0
Karstadt,307,"04.05.2021, 07:12 Uhr",1620112320.0
Börse,50,"04.05.2021, 07:17 Uhr",1620112620.0
Turmcenter,142,"04.05.2021, 07:17 Uhr",1620112620.0
Alte Oper,360,"04.05.2021, 07:17 Uhr",1620112620.0
Hauptbahnhof Süd,302,"04.05.2021, 07:17 Uhr",1620112620.0
Am Theater,272,"04.05.2021, 07:17 Uhr",1620112620.0
Baseler Platz,269,"04.05.2021, 07:17 Uhr",1620112620.0
Konstabler,160,"04.05.2021, 07:17 Uhr",1620112620.0
Hauptwache,224,"04.05.2021, 07:17 Uhr",1620112620.0
Am Gericht,481,"04.05.2021, 07:17 Uhr",1620112620.0
MyZeil,641,"04.05.2021, 07:17 Uhr",1620112620.0
Konrad-Adenauer-Straße,386,"04.05.2021, 07:17 Uhr",1620112620.0
Karstadt,307,"04.05.2021, 07:17 Uhr",1620112620.0
Börse,50,"04.05.2021, 07:27 Uhr",1620113220.0
Turmcenter,142,"04.05.2021, 07:27 Uhr",1620113220.0
Alte Oper,360,"04.05.2021, 07:27 Uhr",1620113220.0
Hauptbahnhof Süd,299,"04.05.2021, 07:27 Uhr",1620113220.0
Am Theater,267,"04.05.2021, 07:27 Uhr",1620113220.0
Baseler Platz,266,"04.05.2021, 07:27 Uhr",1620113220.0
Konstabler,158,"04.05.2021, 07:27 Uhr",1620113220.0
Hauptwache,220,"04.05.2021, 07:27 Uhr",1620113220.0
Am Gericht,475,"04.05.2021, 07:27 Uhr",1620113220.0
MyZeil,639,"04.05.2021, 07:27 Uhr",1620113220.0
Konrad-Adenauer-Straße,388,"04.05.2021, 07:27 Uhr",1620113220.0
Karstadt,306,"04.05.2021, 07:27 Uhr",1620113220.0
Börse,50,"04.05.2021, 07:37 Uhr",1620113820.0
Turmcenter,140,"04.05.2021, 07:37 Uhr",1620113820.0
Alte Oper,359,"04.05.2021, 07:37 Uhr",1620113820.0
Hauptbahnhof Süd,295,"04.05.2021, 07:37 Uhr",1620113820.0
Am Theater,261,"04.05.2021, 07:37 Uhr",1620113820.0
Baseler Platz,265,"04.05.2021, 07:37 Uhr",1620113820.0
Konstabler,154,"04.05.2021, 07:37 Uhr",1620113820.0
Hauptwache,220,"04.05.2021, 07:37 Uhr",1620113820.0
Am Gericht,467,"04.05.2021, 07:37 Uhr",1620113820.0
MyZeil,638,"04.05.2021, 07:37 Uhr",1620113820.0
Konrad-Adenauer-Straße,388,"04.05.2021, 07:37 Uhr",1620113820.0
Karstadt,303,"04.05.2021, 07:37 Uhr",1620113820.0
Börse,50,"04.05.2021, 07:42 Uhr",1620114120.0
Turmcenter,140,"04.05.2021, 07:42 Uhr",1620114120.0
Alte Oper,359,"04.05.2021, 07:42 Uhr",1620114120.0
Hauptbahnhof Süd,293,"04.05.2021, 07:42 Uhr",1620114120.0
Am Theater,257,"04.05.2021, 07:42 Uhr",1620114120.0
Baseler Platz,265,"04.05.2021, 07:42 Uhr",1620114120.0
Konstabler,146,"04.05.2021, 07:42 Uhr",1620114120.0
Hauptwache,218,"04.05.2021, 07:42 Uhr",1620114120.0
Am Gericht,459,"04.05.2021, 07:42 Uhr",1620114120.0
MyZeil,636,"04.05.2021, 07:42 Uhr",1620114120.0
Konrad-Adenauer-Straße,386,"04.05.2021, 07:42 Uhr",1620114120.0
Karstadt,302,"04.05.2021, 07:42 Uhr",1620114120.0
Börse,50,"04.05.2021, 07:47 Uhr",1620114420.0
Turmcenter,139,"04.05.2021, 07:47 Uhr",1620114420.0
Alte Oper,359,"04.05.2021, 07:47 Uhr",1620114420.0
Hauptbahnhof Süd,291,"04.05.2021, 07:47 Uhr",1620114420.0
Am Theater,254,"04.05.2021, 07:47 Uhr",1620114420.0
Baseler Platz,261,"04.05.2021, 07:47 Uhr",1620114420.0
Konstabler,146,"04.05.2021, 07:47 Uhr",1620114420.0
Hauptwache,218,"04.05.2021, 07:47 Uhr",1620114420.0
Am Gericht,452,"04.05.2021, 07:47 Uhr",1620114420.0
MyZeil,636,"04.05.2021, 07:47 Uhr",1620114420.0
Konrad-Adenauer-Straße,385,"04.05.2021, 07:47 Uhr",1620114420.0
Karstadt,299,"04.05.2021, 07:47 Uhr",1620114420.0
Börse,50,"04.05.2021, 07:57 Uhr",1620115020.0
Turmcenter,136,"04.05.2021, 07:57 Uhr",1620115020.0
Alte Oper,358,"04.05.2021, 07:57 Uhr",1620115020.0
Hauptbahnhof Süd,287,"04.05.2021, 07:57 Uhr",1620115020.0
Am Theater,247,"04.05.2021, 07:57 Uhr",1620115020.0
Baseler Platz,260,"04.05.2021, 07:57 Uhr",1620115020.0
Konstabler,139,"04.05.2021, 07:57 Uhr",1620115020.0
Hauptwache,216,"04.05.2021, 07:57 Uhr",1620115020.0
Am Gericht,444,"04.05.2021, 07:57 Uhr",1620115020.0
MyZeil,628,"04.05.2021, 07:57 Uhr",1620115020.0
Konrad-Adenauer-Straße,380,"04.05.2021, 07:57 Uhr",1620115020.0
Karstadt,290,"04.05.2021, 07:57 Uhr",1620115020.0
Börse,50,"04.05.2021, 08:07 Uhr",1620115620.0
Turmcenter,131,"04.05.2021, 08:07 Uhr",1620115620.0
Alte Oper,355,"04.05.2021, 08:07 Uhr",1620115620.0
Hauptbahnhof Süd,279,"04.05.2021, 08:07 Uhr",1620115620.0
Am Theater,240,"04.05.2021, 08:07 Uhr",1620115620.0
Baseler Platz,259,"04.05.2021, 08:07 Uhr",1620115620.0
Konstabler,131,"04.05.2021, 08:07 Uhr",1620115620.0
Hauptwache,210,"04.05.2021, 08:07 Uhr",1620115620.0
Am Gericht,440,"04.05.2021, 08:07 Uhr",1620115620.0
MyZeil,617,"04.05.2021, 08:07 Uhr",1620115620.0
Konrad-Adenauer-Straße,375,"04.05.2021, 08:07 Uhr",1620115620.0
Karstadt,281,"04.05.2021, 08:07 Uhr",1620115620.0
Börse,50,"04.05.2021, 08:07 Uhr",1620115620.0
Turmcenter,131,"04.05.2021, 08:07 Uhr",1620115620.0
Alte Oper,355,"04.05.2021, 08:07 Uhr",1620115620.0
Hauptbahnhof Süd,279,"04.05.2021, 08:07 Uhr",1620115620.0
Am Theater,240,"04.05.2021, 08:07 Uhr",1620115620.0
Baseler Platz,259,"04.05.2021, 08:07 Uhr",1620115620.0
Konstabler,131,"04.05.2021, 08:07 Uhr",1620115620.0
Hauptwache,210,"04.05.2021, 08:07 Uhr",1620115620.0
Am Gericht,440,"04.05.2021, 08:07 Uhr",1620115620.0
MyZeil,617,"04.05.2021, 08:07 Uhr",1620115620.0
Konrad-Adenauer-Straße,375,"04.05.2021, 08:07 Uhr",1620115620.0
Karstadt,281,"04.05.2021, 08:07 Uhr",1620115620.0
Börse,50,"04.05.2021, 08:27 Uhr",1620116820.0
Turmcenter,120,"04.05.2021, 08:27 Uhr",1620116820.0
Alte Oper,344,"04.05.2021, 08:27 Uhr",1620116820.0
Hauptbahnhof Süd,265,"04.05.2021, 08:27 Uhr",1620116820.0
Am Theater,227,"04.05.2021, 08:27 Uhr",1620116820.0
Baseler Platz,253,"04.05.2021, 08:27 Uhr",1620116820.0
Konstabler,122,"04.05.2021, 08:27 Uhr",1620116820.0
Hauptwache,206,"04.05.2021, 08:27 Uhr",1620116820.0
Am Gericht,415,"04.05.2021, 08:27 Uhr",1620116820.0
MyZeil,603,"04.05.2021, 08:27 Uhr",1620116820.0
Konrad-Adenauer-Straße,366,"04.05.2021, 08:27 Uhr",1620116820.0
Karstadt,266,"04.05.2021, 08:27 Uhr",1620116820.0
Börse,50,"04.05.2021, 08:27 Uhr",1620116820.0
Turmcenter,120,"04.05.2021, 08:27 Uhr",1620116820.0
Alte Oper,344,"04.05.2021, 08:27 Uhr",1620116820.0
Hauptbahnhof Süd,265,"04.05.2021, 08:27 Uhr",1620116820.0
Am Theater,227,"04.05.2021, 08:27 Uhr",1620116820.0
Baseler Platz,253,"04.05.2021, 08:27 Uhr",1620116820.0
Konstabler,122,"04.05.2021, 08:27 Uhr",1620116820.0
Hauptwache,206,"04.05.2021, 08:27 Uhr",1620116820.0
Am Gericht,415,"04.05.2021, 08:27 Uhr",1620116820.0
MyZeil,603,"04.05.2021, 08:27 Uhr",1620116820.0
Konrad-Adenauer-Straße,366,"04.05.2021, 08:27 Uhr",1620116820.0
Karstadt,266,"04.05.2021, 08:27 Uhr",1620116820.0
Börse,50,"04.05.2021, 08:37 Uhr",1620117420.0
Turmcenter,117,"04.05.2021, 08:37 Uhr",1620117420.0
Alte Oper,338,"04.05.2021, 08:37 Uhr",1620117420.0
Hauptbahnhof Süd,258,"04.05.2021, 08:37 Uhr",1620117420.0
Am Theater,216,"04.05.2021, 08:37 Uhr",1620117420.0
Baseler Platz,246,"04.05.2021, 08:37 Uhr",1620117420.0
Konstabler,116,"04.05.2021, 08:37 Uhr",1620117420.0
Hauptwache,204,"04.05.2021, 08:37 Uhr",1620117420.0
Am Gericht,407,"04.05.2021, 08:37 Uhr",1620117420.0
MyZeil,596,"04.05.2021, 08:37 Uhr",1620117420.0
Konrad-Adenauer-Straße,363,"04.05.2021, 08:37 Uhr",1620117420.0
Karstadt,259,"04.05.2021, 08:37 Uhr",1620117420.0
Börse,50,"04.05.2021, 08:37 Uhr",1620117420.0
Turmcenter,117,"04.05.2021, 08:37 Uhr",1620117420.0
Alte Oper,338,"04.05.2021, 08:37 Uhr",1620117420.0
Hauptbahnhof Süd,258,"04.05.2021, 08:37 Uhr",1620117420.0
Am Theater,216,"04.05.2021, 08:37 Uhr",1620117420.0
Baseler Platz,246,"04.05.2021, 08:37 Uhr",1620117420.0
Konstabler,116,"04.05.2021, 08:37 Uhr",1620117420.0
Hauptwache,204,"04.05.2021, 08:37 Uhr",1620117420.0
Am Gericht,407,"04.05.2021, 08:37 Uhr",1620117420.0
MyZeil,596,"04.05.2021, 08:37 Uhr",1620117420.0
Konrad-Adenauer-Straße,363,"04.05.2021, 08:37 Uhr",1620117420.0
Karstadt,259,"04.05.2021, 08:37 Uhr",1620117420.0
Börse,50,"04.05.2021, 08:52 Uhr",1620118320.0
Turmcenter,104,"04.05.2021, 08:52 Uhr",1620118320.0
Alte Oper,333,"04.05.2021, 08:52 Uhr",1620118320.0
Hauptbahnhof Süd,249,"04.05.2021, 08:52 Uhr",1620118320.0
Am Theater,201,"04.05.2021, 08:52 Uhr",1620118320.0
Baseler Platz,237,"04.05.2021, 08:52 Uhr",1620118320.0
Konstabler,107,"04.05.2021, 08:52 Uhr",1620118320.0
Hauptwache,202,"04.05.2021, 08:52 Uhr",1620118320.0
Am Gericht,393,"04.05.2021, 08:52 Uhr",1620118320.0
MyZeil,580,"04.05.2021, 08:52 Uhr",1620118320.0
Konrad-Adenauer-Straße,355,"04.05.2021, 08:52 Uhr",1620118320.0
Karstadt,246,"04.05.2021, 08:52 Uhr",1620118320.0
Börse,50,"04.05.2021, 08:52 Uhr",1620118320.0
Turmcenter,104,"04.05.2021, 08:52 Uhr",1620118320.0
Alte Oper,333,"04.05.2021, 08:52 Uhr",1620118320.0
Hauptbahnhof Süd,249,"04.05.2021, 08:52 Uhr",1620118320.0
Am Theater,201,"04.05.2021, 08:52 Uhr",1620118320.0
Baseler Platz,237,"04.05.2021, 08:52 Uhr",1620118320.0
Konstabler,107,"04.05.2021, 08:52 Uhr",1620118320.0
Hauptwache,202,"04.05.2021, 08:52 Uhr",1620118320.0
Am Gericht,393,"04.05.2021, 08:52 Uhr",1620118320.0
MyZeil,580,"04.05.2021, 08:52 Uhr",1620118320.0
Konrad-Adenauer-Straße,355,"04.05.2021, 08:52 Uhr",1620118320.0
Karstadt,246,"04.05.2021, 08:52 Uhr",1620118320.0
Börse,50,"04.05.2021, 09:07 Uhr",1620119220.0
Turmcenter,97,"04.05.2021, 09:07 Uhr",1620119220.0
Alte Oper,326,"04.05.2021, 09:07 Uhr",1620119220.0
Hauptbahnhof Süd,238,"04.05.2021, 09:07 Uhr",1620119220.0
Am Theater,189,"04.05.2021, 09:07 Uhr",1620119220.0
Baseler Platz,233,"04.05.2021, 09:07 Uhr",1620119220.0
Konstabler,99,"04.05.2021, 09:07 Uhr",1620119220.0
Hauptwache,195,"04.05.2021, 09:07 Uhr",1620119220.0
Am Gericht,375,"04.05.2021, 09:07 Uhr",1620119220.0
MyZeil,563,"04.05.2021, 09:07 Uhr",1620119220.0
Konrad-Adenauer-Straße,351,"04.05.2021, 09:07 Uhr",1620119220.0
Karstadt,233,"04.05.2021, 09:07 Uhr",1620119220.0
Börse,50,"04.05.2021, 09:07 Uhr",1620119220.0
Turmcenter,97,"04.05.2021, 09:07 Uhr",1620119220.0
Alte Oper,326,"04.05.2021, 09:07 Uhr",1620119220.0
Hauptbahnhof Süd,238,"04.05.2021, 09:07 Uhr",1620119220.0
Am Theater,189,"04.05.2021, 09:07 Uhr",1620119220.0
Baseler Platz,233,"04.05.2021, 09:07 Uhr",1620119220.0
Konstabler,99,"04.05.2021, 09:07 Uhr",1620119220.0
Hauptwache,195,"04.05.2021, 09:07 Uhr",1620119220.0
Am Gericht,375,"04.05.2021, 09:07 Uhr",1620119220.0
MyZeil,563,"04.05.2021, 09:07 Uhr",1620119220.0
Konrad-Adenauer-Straße,351,"04.05.2021, 09:07 Uhr",1620119220.0
Karstadt,233,"04.05.2021, 09:07 Uhr",1620119220.0
Börse,50,"04.05.2021, 09:17 Uhr",1620119820.0
Turmcenter,85,"04.05.2021, 09:17 Uhr",1620119820.0
Alte Oper,321,"04.05.2021, 09:17 Uhr",1620119820.0
Hauptbahnhof Süd,236,"04.05.2021, 09:17 Uhr",1620119820.0
Am Theater,183,"04.05.2021, 09:17 Uhr",1620119820.0
Baseler Platz,229,"04.05.2021, 09:17 Uhr",1620119820.0
Konstabler,85,"04.05.2021, 09:17 Uhr",1620119820.0
Hauptwache,187,"04.05.2021, 09:17 Uhr",1620119820.0
Am Gericht,359,"04.05.2021, 09:17 Uhr",1620119820.0
MyZeil,555,"04.05.2021, 09:17 Uhr",1620119820.0
Konrad-Adenauer-Straße,348,"04.05.2021, 09:17 Uhr",1620119820.0
Karstadt,227,"04.05.2021, 09:17 Uhr",1620119820.0
Börse,50,"04.05.2021, 09:27 Uhr",1620120420.0
Turmcenter,67,"04.05.2021, 09:27 Uhr",1620120420.0
Alte Oper,314,"04.05.2021, 09:27 Uhr",1620120420.0
Hauptbahnhof Süd,235,"04.05.2021, 09:27 Uhr",1620120420.0
Am Theater,180,"04.05.2021, 09:27 Uhr",1620120420.0
Baseler Platz,222,"04.05.2021, 09:27 Uhr",1620120420.0
Konstabler,71,"04.05.2021, 09:27 Uhr",1620120420.0
Hauptwache,179,"04.05.2021, 09:27 Uhr",1620120420.0
Am Gericht,346,"04.05.2021, 09:27 Uhr",1620120420.0
MyZeil,549,"04.05.2021, 09:27 Uhr",1620120420.0
Konrad-Adenauer-Straße,345,"04.05.2021, 09:27 Uhr",1620120420.0
Karstadt,219,"04.05.2021, 09:27 Uhr",1620120420.0
Börse,50,"04.05.2021, 09:38 Uhr",1620121080.0
Turmcenter,62,"04.05.2021, 09:38 Uhr",1620121080.0
Alte Oper,307,"04.05.2021, 09:38 Uhr",1620121080.0
Hauptbahnhof Süd,233,"04.05.2021, 09:38 Uhr",1620121080.0
Am Theater,176,"04.05.2021, 09:38 Uhr",1620121080.0
Baseler Platz,216,"04.05.2021, 09:38 Uhr",1620121080.0
Konstabler,69,"04.05.2021, 09:38 Uhr",1620121080.0
Hauptwache,177,"04.05.2021, 09:38 Uhr",1620121080.0
Am Gericht,334,"04.05.2021, 09:38 Uhr",1620121080.0
MyZeil,544,"04.05.2021, 09:38 Uhr",1620121080.0
Konrad-Adenauer-Straße,339,"04.05.2021, 09:38 Uhr",1620121080.0
Karstadt,217,"04.05.2021, 09:38 Uhr",1620121080.0
Börse,50,"04.05.2021, 09:38 Uhr",1620121080.0
Turmcenter,62,"04.05.2021, 09:38 Uhr",1620121080.0
Alte Oper,307,"04.05.2021, 09:38 Uhr",1620121080.0
Hauptbahnhof Süd,233,"04.05.2021, 09:38 Uhr",1620121080.0
Am Theater,176,"04.05.2021, 09:38 Uhr",1620121080.0
Baseler Platz,216,"04.05.2021, 09:38 Uhr",1620121080.0
Konstabler,69,"04.05.2021, 09:38 Uhr",1620121080.0
Hauptwache,177,"04.05.2021, 09:38 Uhr",1620121080.0
Am Gericht,334,"04.05.2021, 09:38 Uhr",1620121080.0
MyZeil,544,"04.05.2021, 09:38 Uhr",1620121080.0
Konrad-Adenauer-Straße,339,"04.05.2021, 09:38 Uhr",1620121080.0
Karstadt,217,"04.05.2021, 09:38 Uhr",1620121080.0
Börse,50,"04.05.2021, 09:53 Uhr",1620121980.0
Turmcenter,45,"04.05.2021, 09:53 Uhr",1620121980.0
Alte Oper,296,"04.05.2021, 09:53 Uhr",1620121980.0
Hauptbahnhof Süd,230,"04.05.2021, 09:53 Uhr",1620121980.0
Am Theater,167,"04.05.2021, 09:53 Uhr",1620121980.0
Baseler Platz,213,"04.05.2021, 09:53 Uhr",1620121980.0
Konstabler,55,"04.05.2021, 09:53 Uhr",1620121980.0
Hauptwache,158,"04.05.2021, 09:53 Uhr",1620121980.0
Am Gericht,314,"04.05.2021, 09:53 Uhr",1620121980.0
MyZeil,539,"04.05.2021, 09:53 Uhr",1620121980.0
Konrad-Adenauer-Straße,335,"04.05.2021, 09:53 Uhr",1620121980.0
Karstadt,212,"04.05.2021, 09:53 Uhr",1620121980.0
Börse,50,"04.05.2021, 09:53 Uhr",1620121980.0
Turmcenter,45,"04.05.2021, 09:53 Uhr",1620121980.0
Alte Oper,296,"04.05.2021, 09:53 Uhr",1620121980.0
Hauptbahnhof Süd,230,"04.05.2021, 09:53 Uhr",1620121980.0
Am Theater,167,"04.05.2021, 09:53 Uhr",1620121980.0
Baseler Platz,213,"04.05.2021, 09:53 Uhr",1620121980.0
Konstabler,55,"04.05.2021, 09:53 Uhr",1620121980.0
Hauptwache,158,"04.05.2021, 09:53 Uhr",1620121980.0
Am Gericht,314,"04.05.2021, 09:53 Uhr",1620121980.0
MyZeil,539,"04.05.2021, 09:53 Uhr",1620121980.0
Konrad-Adenauer-Straße,335,"04.05.2021, 09:53 Uhr",1620121980.0
Karstadt,212,"04.05.2021, 09:53 Uhr",1620121980.0
Börse,50,"04.05.2021, 10:08 Uhr",1620122880.0
Turmcenter,42,"04.05.2021, 10:08 Uhr",1620122880.0
Alte Oper,287,"04.05.2021, 10:08 Uhr",1620122880.0
Hauptbahnhof Süd,227,"04.05.2021, 10:08 Uhr",1620122880.0
Am Theater,159,"04.05.2021, 10:08 Uhr",1620122880.0
Baseler Platz,209,"04.05.2021, 10:08 Uhr",1620122880.0
Konstabler,51,"04.05.2021, 10:08 Uhr",1620122880.0
Hauptwache,153,"04.05.2021, 10:08 Uhr",1620122880.0
Am Gericht,307,"04.05.2021, 10:08 Uhr",1620122880.0
MyZeil,532,"04.05.2021, 10:08 Uhr",1620122880.0
Konrad-Adenauer-Straße,320,"04.05.2021, 10:08 Uhr",1620122880.0
Karstadt,209,"04.05.2021, 10:08 Uhr",1620122880.0
Börse,50,"04.05.2021, 10:08 Uhr",1620122880.0
Turmcenter,42,"04.05.2021, 10:08 Uhr",1620122880.0
Alte Oper,287,"04.05.2021, 10:08 Uhr",1620122880.0
Hauptbahnhof Süd,227,"04.05.2021, 10:08 Uhr",1620122880.0
Am Theater,159,"04.05.2021, 10:08 Uhr",1620122880.0
Baseler Platz,209,"04.05.2021, 10:08 Uhr",1620122880.0
Konstabler,51,"04.05.2021, 10:08 Uhr",1620122880.0
Hauptwache,153,"04.05.2021, 10:08 Uhr",1620122880.0
Am Gericht,307,"04.05.2021, 10:08 Uhr",1620122880.0
MyZeil,532,"04.05.2021, 10:08 Uhr",1620122880.0
Konrad-Adenauer-Straße,320,"04.05.2021, 10:08 Uhr",1620122880.0
Karstadt,209,"04.05.2021, 10:08 Uhr",1620122880.0
Börse,50,"04.05.2021, 10:18 Uhr",1620123480.0
Turmcenter,40,"04.05.2021, 10:18 Uhr",1620123480.0
Alte Oper,287,"04.05.2021, 10:18 Uhr",1620123480.0
Hauptbahnhof Süd,225,"04.05.2021, 10:18 Uhr",1620123480.0
Am Theater,157,"04.05.2021, 10:18 Uhr",1620123480.0
Baseler Platz,210,"04.05.2021, 10:18 Uhr",1620123480.0
Konstabler,50,"04.05.2021, 10:18 Uhr",1620123480.0
Hauptwache,158,"04.05.2021, 10:18 Uhr",1620123480.0
Am Gericht,305,"04.05.2021, 10:18 Uhr",1620123480.0
MyZeil,531,"04.05.2021, 10:18 Uhr",1620123480.0
Konrad-Adenauer-Straße,317,"04.05.2021, 10:18 Uhr",1620123480.0
Karstadt,204,"04.05.2021, 10:18 Uhr",1620123480.0
Börse,50,"04.05.2021, 10:33 Uhr",1620124380.0
Turmcenter,37,"04.05.2021, 10:33 Uhr",1620124380.0
Alte Oper,276,"04.05.2021, 10:33 Uhr",1620124380.0
Hauptbahnhof Süd,221,"04.05.2021, 10:33 Uhr",1620124380.0
Am Theater,149,"04.05.2021, 10:33 Uhr",1620124380.0
Baseler Platz,209,"04.05.2021, 10:33 Uhr",1620124380.0
Konstabler,43,"04.05.2021, 10:33 Uhr",1620124380.0
Hauptwache,148,"04.05.2021, 10:33 Uhr",1620124380.0
Am Gericht,301,"04.05.2021, 10:33 Uhr",1620124380.0
MyZeil,525,"04.05.2021, 10:33 Uhr",1620124380.0
Konrad-Adenauer-Straße,316,"04.05.2021, 10:33 Uhr",1620124380.0
Karstadt,199,"04.05.2021, 10:33 Uhr",1620124380.0
Börse,50,"04.05.2021, 10:38 Uhr",1620124680.0
Turmcenter,38,"04.05.2021, 10:38 Uhr",1620124680.0
Alte Oper,275,"04.05.2021, 10:38 Uhr",1620124680.0
Hauptbahnhof Süd,219,"04.05.2021, 10:38 Uhr",1620124680.0
Am Theater,148,"04.05.2021, 10:38 Uhr",1620124680.0
Baseler Platz,209,"04.05.2021, 10:38 Uhr",1620124680.0
Konstabler,40,"04.05.2021, 10:38 Uhr",1620124680.0
Hauptwache,146,"04.05.2021, 10:38 Uhr",1620124680.0
Am Gericht,300,"04.05.2021, 10:38 Uhr",1620124680.0
MyZeil,526,"04.05.2021, 10:38 Uhr",1620124680.0
Konrad-Adenauer-Straße,314,"04.05.2021, 10:38 Uhr",1620124680.0
Karstadt,196,"04.05.2021, 10:38 Uhr",1620124680.0
Börse,50,"04.05.2021, 10:43 Uhr",1620124980.0
Turmcenter,35,"04.05.2021, 10:43 Uhr",1620124980.0
Alte Oper,274,"04.05.2021, 10:43 Uhr",1620124980.0
Hauptbahnhof Süd,215,"04.05.2021, 10:43 Uhr",1620124980.0
Am Theater,147,"04.05.2021, 10:43 Uhr",1620124980.0
Baseler Platz,210,"04.05.2021, 10:43 Uhr",1620124980.0
Konstabler,35,"04.05.2021, 10:43 Uhr",1620124980.0
Hauptwache,146,"04.05.2021, 10:43 Uhr",1620124980.0
Am Gericht,294,"04.05.2021, 10:43 Uhr",1620124980.0
MyZeil,528,"04.05.2021, 10:43 Uhr",1620124980.0
Konrad-Adenauer-Straße,312,"04.05.2021, 10:43 Uhr",1620124980.0
Karstadt,194,"04.05.2021, 10:43 Uhr",1620124980.0
Börse,50,"04.05.2021, 10:53 Uhr",1620125580.0
Turmcenter,39,"04.05.2021, 10:53 Uhr",1620125580.0
Alte Oper,272,"04.05.2021, 10:53 Uhr",1620125580.0
Hauptbahnhof Süd,214,"04.05.2021, 10:53 Uhr",1620125580.0
Am Theater,145,"04.05.2021, 10:53 Uhr",1620125580.0
Baseler Platz,207,"04.05.2021, 10:53 Uhr",1620125580.0
Konstabler,37,"04.05.2021, 10:53 Uhr",1620125580.0
Hauptwache,140,"04.05.2021, 10:53 Uhr",1620125580.0
Am Gericht,298,"04.05.2021, 10:53 Uhr",1620125580.0
MyZeil,527,"04.05.2021, 10:53 Uhr",1620125580.0
Konrad-Adenauer-Straße,312,"04.05.2021, 10:53 Uhr",1620125580.0
Karstadt,195,"04.05.2021, 10:53 Uhr",1620125580.0
Börse,50,"04.05.2021, 10:53 Uhr",1620125580.0
Turmcenter,39,"04.05.2021, 10:53 Uhr",1620125580.0
Alte Oper,272,"04.05.2021, 10:53 Uhr",1620125580.0
Hauptbahnhof Süd,214,"04.05.2021, 10:53 Uhr",1620125580.0
Am Theater,145,"04.05.2021, 10:53 Uhr",1620125580.0
Baseler Platz,207,"04.05.2021, 10:53 Uhr",1620125580.0
Konstabler,37,"04.05.2021, 10:53 Uhr",1620125580.0
Hauptwache,140,"04.05.2021, 10:53 Uhr",1620125580.0
Am Gericht,298,"04.05.2021, 10:53 Uhr",1620125580.0
MyZeil,527,"04.05.2021, 10:53 Uhr",1620125580.0
Konrad-Adenauer-Straße,312,"04.05.2021, 10:53 Uhr",1620125580.0
Karstadt,195,"04.05.2021, 10:53 Uhr",1620125580.0
Börse,50,"04.05.2021, 11:03 Uhr",1620126180.0
Turmcenter,36,"04.05.2021, 11:03 Uhr",1620126180.0
Alte Oper,270,"04.05.2021, 11:03 Uhr",1620126180.0
Hauptbahnhof Süd,213,"04.05.2021, 11:03 Uhr",1620126180.0
Am Theater,143,"04.05.2021, 11:03 Uhr",1620126180.0
Baseler Platz,205,"04.05.2021, 11:03 Uhr",1620126180.0
Konstabler,37,"04.05.2021, 11:03 Uhr",1620126180.0
Hauptwache,142,"04.05.2021, 11:03 Uhr",1620126180.0
Am Gericht,295,"04.05.2021, 11:03 Uhr",1620126180.0
MyZeil,521,"04.05.2021, 11:03 Uhr",1620126180.0
Konrad-Adenauer-Straße,310,"04.05.2021, 11:03 Uhr",1620126180.0
Karstadt,195,"04.05.2021, 11:03 Uhr",1620126180.0
Börse,50,"04.05.2021, 11:03 Uhr",1620126180.0
Turmcenter,36,"04.05.2021, 11:03 Uhr",1620126180.0
Alte Oper,270,"04.05.2021, 11:03 Uhr",1620126180.0
Hauptbahnhof Süd,213,"04.05.2021, 11:03 Uhr",1620126180.0
Am Theater,143,"04.05.2021, 11:03 Uhr",1620126180.0
Baseler Platz,205,"04.05.2021, 11:03 Uhr",1620126180.0
Konstabler,37,"04.05.2021, 11:03 Uhr",1620126180.0
Hauptwache,142,"04.05.2021, 11:03 Uhr",1620126180.0
Am Gericht,295,"04.05.2021, 11:03 Uhr",1620126180.0
MyZeil,521,"04.05.2021, 11:03 Uhr",1620126180.0
Konrad-Adenauer-Straße,310,"04.05.2021, 11:03 Uhr",1620126180.0
